"Summary","UID","Description","Location","Start Time","End Time","URL"
"Summer EMT class information session held","24240@utexas.edu","Get your questions answered about the summer EMT class offered on campus, and learn more about how you can join Longhorn EMS.","College of Liberal Arts Building (CLA) 0.128","2013-02-28 19:00:00-06:00","2013-02-28 20:00:00-06:00","http://longhornems.org"
"Voices Against Violence presents ""Checking In, Checking On""","24253@utexas.edu","""When does checking in or checking on become stalking?  When is it just annoying? Who decides?"" The Voices Against Violence Theatre for Dialogue program presents a realistic scenario demonstrating situations of relationship violence and stalking. The group creates dialogue by exploring options, choices and consequences, and examining different perspectives.","College of Liberal Arts Building (CLA) 0.130","2013-02-28 19:30:00-06:00","2013-02-28 21:00:00-06:00",""
"Masters of Tradition is evening of Irish music","21484@utexas.edu","Masters of Tradition features seven of the most compelling artists in Irish music today exploring the heart of their country's traditional music. The program includes solo performances, duets, trios and full group collaborations, performed by musicians who bring an unparalleled level of mastery to the spellbinding music they play.","Bass Concert Hall (PAC)","2013-02-28 20:00:00-06:00","2013-02-28 22:00:00-06:00","http://texasperformingarts.org/season/martin-hayes-masters-of-tradition-austin"
"The Carper Family plays at the Cactus","24178@utexas.edu","The Carper Family brings together three of Austin's most talented young country and bluegrass singers and pickers, with special guest Jonathan Terrell.","Cactus Cafe","2013-02-28 20:00:00-06:00","2013-02-28 23:00:00-06:00","http://cactuscafe.org/events/event/the-carper-family-3/"
"ACE seeks full-time AmeriCorps members","24321@utexas.edu","ACE: A Community for Education seeks over 100 full-time AmeriCorps members to serve as literacy tutors from Sept. 2013 to June 2014. Teach young children to read and give back to the community in and around Austin. For more information or to apply, visit the website below. Questions? Email ace.info@austin.utexas.edu or call 512-471-6764.

","Austin, TX","2013-03-01 08:00:00-06:00","2013-03-01 17:00:00-06:00","http://www.aceaustin.org"
"Secession Redux conference examines lessons for the EU","24227@utexas.edu","Several EU states and potential EU candidates face secessionist movements, violent or otherwise. This conference assesses the lessons learned from recent U.S. and EU policy regarding unilateral secession in two countries: the former Yugoslavia and Georgia.","Sid Richardson Hall (SRH) 3.122","2013-03-01 08:30:00-06:00","2013-03-01 17:30:00-06:00","http://www.utexas.edu/cola/centers/european_studies/events/25398"
"Sign up for Global Brigades variety show","24319@utexas.edu","Global Brigades at UT seeks talented students and others to perform at a fund-raising event on April 27. Dancers, singers, instrumentalists, jugglers and others are encouraged to email us for more information at shell_vuong@yahoo.com.","Online","2013-03-01 09:00:00-05:51","2013-03-01 17:00:00-05:51",""
"Recruiting open for 2013 Student Cluster Challenge ","24205@utexas.edu","The Texas Advanced Computing Center (TACC) seeks talented undergraduate students to compete in the Student Cluster Competition (SCC) at the Supercomputing Conference '13 (SC13), held next November in Denver, Colo. TACC selects, coaches and sponsors the UT team. All majors are welcome. Women and underrepresented students strongly encouraged to participate. Contact Carlos Rosales-Fernandez at 512-232-5189 or 

carlos@tacc.utexas.edu before March 8.","Applied Computational Engineering & Sciences Building (ACE) 2.404, TACC/ACE Vislab","2013-03-01 09:00:00-05:51","2013-03-01 17:00:00-05:51","http://sc13.supercomputing.org/content/student-cluster-competition"
"Green Fee application workshop held","23826@utexas.edu","Get a resume boost and use dollars of your tuition to make UT more sustainable. The easiest way to enact sustainable, lasting environmental change on campus is through the Green Fee Program. Attend this workshop to learn about the application process and possible green projects that you or a team can get funding for and enact.","Student Activity Center (SAC) 3.116","2013-03-01 12:00:00-06:00","2013-03-01 13:00:00-06:00","http://www.utexas.edu/sustainability/greenfee.php"
"Native American/Indigenous Studies series presents speaker","24180@utexas.edu","Manu Vimalassery, assistant professor of history, Texas Tech University, presents ""Guests in the Land: Asian American Through American Indian Studies."" His manuscript, ""Skew Tracks: Imperialism, Racial Capitalism, and the Transcontinental Railroad,"" rethinks capitalism through Plains Indian and Chinese migrant histories.","Student Activity Center (SAC) 5.118","2013-03-01 12:30:00-06:00","2013-03-01 13:30:00-06:00","http://www.utexas.edu/cola/centers/aas/events/24982"
"Impromptu Speech Club meets","21595@utexas.edu","The Impromptu Speech Club helps hone language skills of non-native English speakers to promote more effective and confident communication.","McCombs School of Business (CBA) 6.497","2013-03-01 13:00:00-06:00","2013-03-01 15:00:00-06:00",""
"Hilary Spurling lectures on Pearl Buck and China","24276@utexas.edu","Biographer Hilary Spurling, author of ""Pearl Buck in China,"" asserts that writer Pearl Buck was the first person to make China accessible to the British as well as the American public, recreating the lives of ordinary Chinese people in ""The Good Earth,"" which became an overnight worldwide bestseller after its 1932 release.","Harry Ransom Center (HRC), Tom Lea Rooms 3.206","2013-03-01 14:45:00-06:00","2013-03-01 16:30:00-06:00","http://www.utexas.edu/cola/progs/britishstudies/events/25606"
"Department of French & Italian presents Tavola Italiana","24254@utexas.edu","The Department of French and Italian presents Tavola Italiana at the Cactus Cafe, a weekly meeting for informal conversation in Italian on Italian culture. ","Cactus Cafe","2013-03-01 15:00:00-06:00","2013-03-01 16:00:00-06:00","http://www.geocities.com/circolo_italiano/"
"Science Undergraduate Research Fair (SURF) announced","24181@utexas.edu","The Science Undergraduate Research Fair (SURF) exposes undergraduates to the opportunities and challenges of research. The event features a talk by Dr. Sacha Kopp, associate dean for Curriculum and Programs for the College of Natural Sciences, followed by a research poster session by undergraduates in aerospace engineering, astronomy, computer science, biology and biomedical engineering.","Texas Union Building (UNB), Santa Rita Room","2013-03-01 15:00:00-06:00","2013-03-01 17:00:00-06:00","http://w3.biosci.utexas.edu/surge/?p=1061"
"Jacquelyn Dowd Hall presents second Littlefield lecture","24125@utexas.edu","The Department of History's Littlefield Lecture Series proudly presents Dr. Jacquelyn Dowd Hall, with a lecture titled ""Misread and Betrayed: Left Feminism in the Shadow of the Long Cold War."" This is the second of Hall's two lectures in the series.



Hall is the Julia Cherry Spruill professor of history at the University of North Carolina, Chapel Hill.","College of Liberal Arts Building (CLA) 0.126","2013-03-01 16:00:00-06:00","2013-03-01 18:00:00-06:00","http://www.utexas.edu/cola/depts/history/events/23052"
"Texas Rootstrikers hold first meeting","24255@utexas.edu","Texas Rootstrikers is a nonpartisan network of online and grassroots activists fighting corruption in national politics. Our goal is to reform the campaign financing system to make it dependent upon the people alone, and to overturn Citizens United so that super PACs will be unconstitutional. Attend our first meeting to learn more.","College of Liberal Arts Building (CLA) 0.104","2013-03-01 16:00:00-06:00","2013-03-01 17:00:00-06:00","https://www.facebook.com/groups/texasrootstrikers/"
"Mahjong Club meets","24264@utexas.edu","Join the Mahjong Club and play mahjong with fellow university students. No experience or prior knowledge required.","McCombs School of Business (CBA) 4.332","2013-03-01 17:00:00-06:00","2013-03-01 19:00:00-06:00","http://texasmahjong.tk"
"UT Sciences Toastmasters meets","24282@utexas.edu","UT Sciences Toastmasters is a friendly, laid-back group whose members work to improve their speaking, speech-making and general communication skills for success in academic careers and future endeavors. Students from all majors and departments are welcome.","Student Activity Center (SAC) 1.106","2013-03-01 17:45:00-06:00","2013-03-01 19:00:00-06:00",""
"Desi Culture Night presents showcase","24222@utexas.edu","Desi Culture Night promotes awareness of South Asian religions and cultures to bring more diversity and knowledge to the university campus. The showcase features music, dance, educational games, fashion, food, magic, art and a bouncy house.","West Mall","2013-03-01 18:30:00-06:00","2013-03-01 23:00:00-06:00","https://www.facebook.com/events/424117651007082/"
"Mike Doughty plays the Cactus","24182@utexas.edu","Former Soul Coughing frontman and current alternative singer/songwriter Mike Doughty visits Austin for an intimate show at the Cactus Cafe.","Cactus Cafe","2013-03-01 19:00:00-06:00","2013-03-01 23:00:00-06:00","http://cactuscafe.org/events/event/mike-doughty/"
"Summer EMT class information session held","24241@utexas.edu","Get your questions answered about the summer EMT class offered on campus, and learn more about how you can join Longhorn EMS.","College of Liberal Arts Building (CLA) 0.128","2013-03-01 19:00:00-06:00","2013-03-01 20:00:00-06:00","http://longhornems.org"
"""Intimate Apparel"" is tale of romance and ambition","21254@utexas.edu","Esther, a gifted seamstress in 1950s Manhattan, crafts lingerie for a variety of clientele, including Fifth Avenue socialites and Tenderloin district prostitutes while looking for love. Don't miss Pulitzer Prize-winning playwright Lynn Nottage's tale of romance, ambition and self-discovery. Runs through March 9.","Winship Drama Building (WIN), Oscar G. Brockett Theatre","2013-03-01 20:00:00-06:00","2013-03-01 22:00:00-06:00","http://www.texasperformingarts.org/season/intimate-apparel-theatre-austin"
